time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20151110:2000,17.96,63.3,0.0,-0.0,0.0,319.5,0.69,301.0,100520.0
20151110:2100,17.18,70.2,0.0,-0.0,0.0,319.7,0.9,295.0,100540.0
20151110:2200,15.69,77.8,0.0,-0.0,0.0,319.9,1.24,290.0,100540.0
20151110:2300,14.32,83.4,0.0,-0.0,0.0,319.1,1.66,299.0,100520.0
20151111:0000,13.83,86.35,0.0,-0.0,0.0,317.75,1.72,308.0,100500.0
20151111:0100,13.65,89.4,0.0,-0.0,0.0,316.5,1.72,311.0,100490.0
20151111:0200,13.1,89.4,0.0,-0.0,0.0,315.45,1.93,317.0,100480.0
20151111:0300,12.82,89.4,0.0,-0.0,0.0,314.1,2.0,322.0,100490.0
20151111:0400,12.7,92.6,0.0,-0.0,0.0,313.5,2.0,321.0,100490.0
20151111:0500,12.43,89.4,0.0,-0.0,0.0,311.95,2.07,318.0,100510.0
20151111:0600,13.15,89.4,190.8,756.91,65.35,311.4,2.0,316.0,100530.0
20151111:0700,16.91,75.3,344.05,789.69,86.45,314.5,1.79,309.0,100620.0
20151111:0800,19.81,59.35,463.25,807.79,98.2,318.35,1.93,304.0,100620.0
20151111:0900,21.55,51.9,531.25,799.93,103.85,323.0,2.07,301.0,100670.0
20151111:1000,22.6,46.85,540.2,767.69,104.35,327.25,2.34,308.0,100670.0
20151111:1100,23.16,45.35,488.95,707.4,99.9,329.95,2.34,314.0,100640.0
20151111:1200,23.44,43.9,383.4,608.46,90.0,331.3,2.21,314.0,100580.0
20151111:1300,23.52,43.9,237.45,447.52,72.3,332.1,2.0,314.0,100580.0
20151111:1400,23.24,47.0,82.05,201.65,38.05,331.7,1.66,309.0,100600.0
20151111:1500,21.8,61.95,1.5,0.0,1.5,329.55,1.1,294.0,100630.0
20151111:1600,21.38,51.9,0.0,-0.0,0.0,326.65,0.83,298.0,100660.0
20151111:1700,20.76,55.45,0.0,-0.0,0.0,324.75,0.69,321.0,100690.0
20151111:1800,19.94,57.3,0.0,-0.0,0.0,322.8,0.69,335.0,100720.0
20151111:1900,19.25,63.5,0.0,-0.0,0.0,320.5,0.41,256.0,100710.0
20151111:2000,18.73,63.4,0.0,-0.0,0.0,318.75,0.48,296.0,100730.0
20151111:2100,18.28,65.65,0.0,-0.0,0.0,318.15,0.62,329.0,100740.0
20151111:2200,17.77,67.95,0.0,-0.0,0.0,317.55,0.97,343.0,100730.0
20151111:2300,15.77,75.15,0.0,-0.0,0.0,316.8,1.31,349.0,100720.0
20151112:0000,14.55,83.4,0.0,-0.0,0.0,316.6,1.52,355.0,100730.0
20151112:0100,13.84,86.35,0.0,-0.0,0.0,315.55,1.66,360.0,100750.0
20151112:0200,13.23,89.4,0.0,-0.0,0.0,315.65,1.72,360.0,100770.0
20151112:0300,12.92,89.4,0.0,-0.0,0.0,317.55,1.79,358.0,100780.0
20151112:0400,12.72,86.3,0.0,-0.0,0.0,315.25,1.86,356.0,100800.0
20151112:0500,12.59,89.4,0.0,-0.0,0.0,316.05,1.86,352.0,100830.0
20151112:0600,13.07,89.4,185.6,744.94,64.95,315.05,1.66,348.0,100870.0
20151112:0700,16.59,83.6,335.3,769.42,87.35,315.25,1.03,346.0,101010.0
20151112:0800,20.03,59.35,455.7,799.56,97.6,323.0,0.83,344.0,101010.0
20151112:0900,21.63,51.9,523.25,791.7,103.45,325.5,0.55,336.0,101050.0
20151112:1000,22.62,46.85,532.3,759.62,104.05,330.15,0.48,327.0,101010.0
20151112:1100,23.22,45.35,481.65,699.25,99.75,332.65,0.34,296.0,100980.0
20151112:1200,23.5,43.9,377.25,600.39,89.9,334.2,0.34,271.0,100940.0
20151112:1300,23.51,45.5,232.85,439.68,72.05,334.0,0.28,242.0,100940.0
20151112:1400,23.12,48.7,79.35,195.41,37.3,332.5,0.41,205.0,100950.0
20151112:1500,22.11,55.8,1.3,0.0,1.3,329.75,0.55,194.0,100970.0
20151112:1600,20.86,59.6,0.0,-0.0,0.0,325.7,0.55,168.0,101000.0
20151112:1700,20.31,59.5,0.0,-0.0,0.0,323.0,0.48,145.0,101030.0
20151112:1800,19.45,63.6,0.0,-0.0,0.0,321.45,0.34,96.0,101070.0
20151112:1900,18.11,75.45,0.0,-0.0,0.0,318.35,0.07,331.0,101050.0
20151112:2000,17.54,78.1,0.0,-0.0,0.0,317.4,0.55,329.0,101070.0
20151112:2100,16.46,83.6,0.0,-0.0,0.0,316.6,0.97,338.0,101090.0
20151112:2200,15.06,89.5,0.0,-0.0,0.0,315.65,1.24,344.0,101090.0
20151112:2300,13.75,92.65,0.0,-0.0,0.0,314.65,1.52,352.0,101090.0
20151113:0000,13.09,95.95,0.0,-0.0,0.0,313.7,1.66,355.0,101070.0
20151113:0100,12.65,99.4,0.0,-0.0,0.0,315.55,1.72,356.0,101060.0
20151113:0200,12.42,95.95,0.0,-0.0,0.0,316.6,1.79,356.0,101050.0
20151113:0300,12.48,99.4,0.0,-0.0,0.0,331.9,1.79,356.0,101050.0
20151113:0400,12.57,99.4,0.0,-0.0,0.0,336.95,2.07,357.0,101080.0
20151113:0500,12.48,99.4,0.0,-0.0,0.0,344.85,2.14,360.0,101100.0
20151113:0600,12.89,95.95,166.9,591.66,73.3,340.0,2.0,0.0,101140.0
20151113:0700,14.26,92.7,299.9,592.46,111.3,339.25,1.52,358.0,101230.0
20151113:0800,17.09,80.8,434.25,718.23,115.45,335.4,1.17,353.0,101220.0
20151113:0900,19.45,65.85,521.0,792.59,103.9,325.3,0.62,346.0,101260.0
20151113:1000,20.89,57.55,530.4,760.82,104.45,323.75,0.48,312.0,101250.0
20151113:1100,21.75,55.65,480.05,700.58,100.05,327.25,0.55,290.0,101210.0
20151113:1200,22.21,53.85,375.7,601.36,90.0,329.4,0.55,296.0,101150.0
20151113:1300,22.39,52.1,231.15,438.91,72.05,329.55,0.41,326.0,101150.0
20151113:1400,22.15,53.85,77.8,192.43,36.95,328.8,0.21,30.0,101150.0
20151113:1500,21.05,68.5,1.2,0.0,1.2,326.1,0.41,94.0,101180.0
20151113:1600,19.61,70.65,0.0,-0.0,0.0,322.0,0.69,95.0,101200.0
20151113:1700,18.91,70.55,0.0,-0.0,0.0,318.75,0.76,84.0,101230.0
20151113:1800,18.27,72.95,0.0,-0.0,0.0,316.0,0.69,66.0,101250.0
20151113:1900,17.55,80.85,0.0,-0.0,0.0,312.95,0.28,10.0,101200.0
20151113:2000,16.78,83.65,0.0,-0.0,0.0,311.2,0.69,338.0,101210.0
20151113:2100,15.2,92.7,0.0,-0.0,0.0,309.65,1.1,345.0,101200.0
20151113:2200,13.48,99.4,0.0,-0.0,0.0,308.85,1.45,351.0,101160.0
20151113:2300,12.71,95.95,0.0,-0.0,0.0,307.9,1.72,354.0,101140.0
20151114:0000,12.62,95.95,0.0,-0.0,0.0,308.5,1.93,355.0,101090.0
20151114:0100,12.44,99.4,0.0,-0.0,0.0,313.45,1.93,355.0,101060.0
20151114:0200,12.16,99.4,0.0,-0.0,0.0,319.1,2.0,355.0,101010.0
20151114:0300,12.18,99.4,0.0,-0.0,0.0,333.05,2.21,354.0,100980.0
20151114:0400,12.01,99.4,0.0,-0.0,0.0,328.4,2.34,353.0,100930.0
20151114:0500,11.93,99.4,0.0,-0.0,0.0,333.85,2.34,351.0,100930.0
20151114:0600,12.41,95.95,163.35,572.3,74.95,338.85,2.34,349.0,100930.0
20151114:0700,13.5,95.95,307.05,653.06,101.7,329.2,2.07,348.0,101020.0
20151114:0800,15.61,83.5,441.15,741.64,114.9,327.65,1.72,339.0,101000.0
20151114:0900,17.75,70.3,521.75,804.9,101.35,322.4,1.31,326.0,100970.0
20151114:1000,19.52,59.25,530.65,768.25,103.5,312.95,1.17,311.0,100890.0
20151114:1100,20.69,53.5,483.2,712.5,99.35,317.55,1.1,292.0,100800.0
20151114:1200,21.31,48.3,377.2,610.19,89.4,319.3,1.17,262.0,100720.0
20151114:1300,21.43,48.3,231.5,445.67,71.35,320.5,1.59,223.0,100680.0
20151114:1400,20.91,53.6,76.8,191.44,36.7,319.7,2.14,206.0,100650.0
20151114:1500,19.83,61.5,1.0,0.0,1.0,317.55,1.93,198.0,100610.0
20151114:1600,18.34,72.95,0.0,-0.0,0.0,314.85,1.45,190.0,100600.0
20151114:1700,16.76,80.8,0.0,-0.0,0.0,312.95,1.31,180.0,100600.0
20151114:1800,16.18,86.5,0.0,-0.0,0.0,312.15,1.17,173.0,100600.0
20151114:1900,15.28,89.55,0.0,-0.0,0.0,314.3,1.24,182.0,100550.0
20151114:2000,16.28,89.65,0.0,-0.0,0.0,314.85,0.9,171.0,100560.0
20151114:2100,15.9,92.75,0.0,-0.0,0.0,312.95,0.28,116.0,100520.0
20151114:2200,14.1,99.4,0.0,-0.0,0.0,312.55,1.03,22.0,100510.0
20151114:2300,12.68,99.4,0.0,-0.0,0.0,317.95,1.72,20.0,100480.0
20151115:0000,12.74,95.95,0.0,-0.0,0.0,323.55,1.86,23.0,100450.0
20151115:0100,12.54,99.4,0.0,-0.0,0.0,319.45,1.86,26.0,100420.0
20151115:0200,12.23,95.95,0.0,-0.0,0.0,314.5,1.79,24.0,100390.0
20151115:0300,12.4,99.4,0.0,-0.0,0.0,329.55,2.0,19.0,100360.0
20151115:0400,12.56,99.4,0.0,-0.0,0.0,332.1,2.21,13.0,100340.0
20151115:0500,12.41,99.4,0.0,-0.0,0.0,331.9,2.34,11.0,100340.0
20151115:0600,13.05,99.4,130.25,365.5,75.15,336.55,2.34,11.0,100380.0
20151115:0700,14.63,96.0,252.55,484.24,102.15,356.65,2.69,2.0,100440.0
20151115:0800,15.97,86.5,341.95,457.36,142.55,347.2,3.24,1.0,100460.0
20151115:0900,17.21,78.0,417.2,558.06,127.9,362.3,3.59,2.0,100430.0
20151115:1000,18.24,70.35,460.1,594.42,131.85,338.3,3.72,3.0,100380.0
20151115:1100,18.9,61.3,417.05,530.99,132.9,333.45,3.79,2.0,100330.0
20151115:1200,19.18,59.15,339.8,520.28,96.15,334.6,3.79,360.0,100260.0
20151115:1300,19.18,57.1,207.8,369.49,76.15,315.45,4.0,359.0,100230.0
20151115:1400,18.65,56.95,74.5,186.22,36.0,317.0,4.07,360.0,100250.0
20151115:1500,17.6,60.95,0.8,0.0,0.8,311.0,3.59,1.0,100240.0
20151115:1600,16.37,65.25,0.0,-0.0,0.0,308.3,3.45,360.0,100250.0
20151115:1700,15.38,72.45,0.0,-0.0,0.0,300.75,3.59,356.0,100250.0
20151115:1800,14.65,77.65,0.0,-0.0,0.0,302.1,3.59,354.0,100280.0
20151115:1900,14.28,74.95,0.0,-0.0,0.0,299.4,3.31,354.0,100230.0
20151115:2000,13.81,77.6,0.0,-0.0,0.0,300.35,3.17,353.0,100230.0
20151115:2100,13.4,83.25,0.0,-0.0,0.0,299.0,3.1,351.0,100220.0
20151115:2200,12.97,83.25,0.0,-0.0,0.0,291.65,2.97,348.0,100190.0
20151115:2300,12.44,86.25,0.0,-0.0,0.0,295.7,2.83,344.0,100130.0
20151116:0000,11.99,89.35,0.0,-0.0,0.0,299.0,2.76,341.0,100100.0
20151116:0100,11.7,89.3,0.0,-0.0,0.0,299.3,2.76,342.0,100090.0
20151116:0200,11.35,89.3,0.0,-0.0,0.0,304.05,2.55,340.0,100080.0
20151116:0300,11.0,95.9,0.0,-0.0,0.0,307.5,2.34,338.0,100050.0
20151116:0400,10.74,95.9,0.0,-0.0,0.0,304.6,2.28,337.0,100030.0
20151116:0500,10.47,99.4,0.0,-0.0,0.0,309.85,2.28,337.0,100000.0
20151116:0600,10.58,99.4,157.85,586.45,71.6,321.05,2.21,336.0,100020.0
20151116:0700,11.81,89.35,295.85,655.55,94.75,321.25,2.28,341.0,100070.0
20151116:0800,13.86,77.6,439.9,785.91,100.3,320.3,2.0,337.0,100110.0
20151116:0900,16.45,58.6,502.4,748.7,117.15,303.85,1.66,325.0,100090.0
20151116:1000,18.14,47.4,517.2,743.85,109.2,303.45,1.72,312.0,100060.0
20151116:1100,19.11,45.95,465.85,678.89,104.95,307.9,1.86,304.0,100000.0
20151116:1200,19.68,46.1,359.25,558.66,99.45,310.05,1.93,301.0,99940.0
20151116:1300,19.98,44.6,223.7,435.98,69.65,312.55,1.93,308.0,99930.0
20151116:1400,19.93,46.2,72.35,186.42,34.3,311.75,1.79,315.0,99940.0
20151116:1500,19.26,51.25,0.7,0.0,0.7,311.0,1.72,311.0,99970.0
20151116:1600,17.8,58.9,0.0,-0.0,0.0,309.25,1.86,307.0,99960.0
20151116:1700,16.4,67.65,0.0,-0.0,0.0,308.1,1.93,309.0,100000.0
20151116:1800,15.35,75.1,0.0,-0.0,0.0,307.3,2.0,314.0,100030.0
20151116:1900,14.48,80.45,0.0,-0.0,0.0,305.0,2.0,325.0,100000.0
20151116:2000,13.79,83.35,0.0,-0.0,0.0,304.4,2.07,330.0,100060.0
20151116:2100,13.34,86.3,0.0,-0.0,0.0,304.05,2.14,336.0,100100.0
20151116:2200,13.23,86.3,0.0,-0.0,0.0,304.05,2.28,334.0,100120.0
20151116:2300,13.55,86.3,0.0,-0.0,0.0,304.2,2.48,336.0,100140.0
20151117:0000,13.49,86.3,0.0,-0.0,0.0,304.6,2.69,346.0,100200.0
20151117:0100,13.23,86.3,0.0,-0.0,0.0,304.35,2.9,357.0,100230.0
20151117:0200,13.14,86.3,0.0,-0.0,0.0,303.25,3.1,0.0,100280.0
20151117:0300,13.13,86.3,0.0,-0.0,0.0,302.1,3.24,359.0,100300.0
20151117:0400,13.22,86.3,0.0,-0.0,0.0,302.65,3.31,358.0,100360.0
20151117:0500,13.29,86.3,0.0,-0.0,0.0,304.05,3.31,357.0,100390.0
20151117:0600,13.73,86.35,169.45,752.69,61.5,305.95,3.17,357.0,100460.0
20151117:0700,15.6,80.6,317.15,764.57,85.5,307.3,2.9,354.0,100560.0
20151117:0800,17.71,67.85,437.2,795.39,96.55,312.95,3.38,355.0,100600.0
20151117:0900,18.89,59.15,498.5,770.6,104.9,315.45,3.79,359.0,100590.0
20151117:1000,19.67,55.2,512.85,747.84,105.4,318.55,4.0,0.0,100580.0
20151117:1100,20.2,51.5,448.9,654.16,103.4,319.9,4.21,1.0,100560.0
20151117:1200,20.37,49.8,353.0,568.02,90.65,320.85,4.21,4.0,100520.0
20151117:1300,20.18,49.7,218.45,418.72,71.7,322.2,4.07,7.0,100520.0
20151117:1400,19.59,53.25,70.1,179.33,33.95,318.35,3.66,10.0,100530.0
20151117:1500,18.54,59.05,0.6,0.0,0.6,315.25,2.9,15.0,100560.0
20151117:1600,17.29,65.45,0.0,-0.0,0.0,311.95,2.62,20.0,100600.0
20151117:1700,16.27,70.1,0.0,-0.0,0.0,309.85,2.41,23.0,100630.0
20151117:1800,15.42,77.8,0.0,-0.0,0.0,308.1,2.34,24.0,100650.0
20151117:1900,14.58,83.4,0.0,-0.0,0.0,305.2,1.59,18.0,100580.0
20151117:2000,13.67,89.4,0.0,-0.0,0.0,304.05,1.52,15.0,100620.0
20151117:2100,13.17,89.4,0.0,-0.0,0.0,302.85,1.38,10.0,100610.0
20151117:2200,12.74,86.3,0.0,-0.0,0.0,304.8,1.31,4.0,100610.0
20151117:2300,12.14,92.6,0.0,-0.0,0.0,301.5,1.38,4.0,100560.0
20151118:0000,11.55,95.9,0.0,-0.0,0.0,305.75,1.38,9.0,100540.0
20151118:0100,11.09,99.35,0.0,-0.0,0.0,308.0,1.38,9.0,100510.0
20151118:0200,10.8,99.35,0.0,-0.0,0.0,322.05,1.1,4.0,100490.0
20151118:0300,10.85,95.9,0.0,-0.0,0.0,325.9,1.03,358.0,100480.0
20151118:0400,10.56,99.4,0.0,-0.0,0.0,323.55,1.1,355.0,100470.0
20151118:0500,10.68,99.4,0.0,-0.0,0.0,329.0,1.03,357.0,100480.0
20151118:0600,11.19,99.35,142.85,503.58,72.45,337.5,0.83,349.0,100490.0
20151118:0700,12.51,92.6,263.85,460.17,126.15,347.95,0.9,339.0,100550.0
20151118:0800,14.23,89.5,356.25,460.42,160.8,349.5,0.9,340.0,100550.0
20151118:0900,16.42,80.75,466.25,656.94,133.15,339.25,0.62,300.0,100560.0
20151118:1000,18.03,72.9,487.75,666.23,127.15,334.0,0.97,264.0,100510.0
20151118:1100,19.0,68.1,463.95,696.85,98.25,327.65,1.24,256.0,100470.0
20151118:1200,19.57,63.6,362.3,597.57,88.15,316.8,1.24,250.0,100390.0
20151118:1300,19.81,61.5,218.75,428.09,69.9,318.15,1.31,240.0,100390.0
20151118:1400,19.62,63.6,69.05,179.5,33.3,317.2,1.38,230.0,100390.0
20151118:1500,18.94,65.75,0.5,0.0,0.5,314.65,1.45,221.0,100420.0
20151118:1600,17.61,78.1,0.0,-0.0,0.0,312.15,1.45,209.0,100430.0
20151118:1700,16.17,86.5,0.0,-0.0,0.0,310.2,1.38,202.0,100470.0
20151118:1800,15.81,83.55,0.0,-0.0,0.0,309.25,1.24,205.0,100490.0
20151118:1900,14.41,89.5,0.0,-0.0,0.0,307.5,1.66,214.0,100470.0
20151118:2000,14.4,89.5,0.0,-0.0,0.0,306.75,1.45,220.0,100470.0
20151118:2100,15.32,86.5,0.0,-0.0,0.0,305.4,1.1,232.0,100500.0
20151118:2200,15.77,86.5,0.0,-0.0,0.0,304.8,0.62,272.0,100500.0
20151118:2300,15.43,89.55,0.0,-0.0,0.0,303.25,0.76,334.0,100500.0
20151119:0000,14.57,92.7,0.0,-0.0,0.0,305.0,1.03,353.0,100510.0
20151119:0100,12.34,95.95,0.0,-0.0,0.0,314.6,1.24,353.0,100520.0
20151119:0200,11.05,99.35,0.0,-0.0,0.0,331.5,1.38,350.0,100540.0
20151119:0300,11.14,99.35,0.0,-0.0,0.0,336.15,1.52,341.0,100540.0
20151119:0400,11.36,99.4,0.0,-0.0,0.0,332.1,1.79,339.0,100530.0
20151119:0500,11.49,99.4,0.0,-0.0,0.0,343.3,1.93,338.0,100560.0
20151119:0600,11.76,95.95,129.8,374.05,78.85,349.9,2.0,343.0,100600.0
20151119:0700,12.72,95.95,251.05,394.03,134.6,343.7,1.79,344.0,100750.0
20151119:0800,14.24,92.7,368.45,488.15,163.05,346.4,1.59,346.0,100780.0
20151119:0900,16.61,86.55,415.25,507.07,160.0,353.75,1.17,340.0,100770.0
20151119:1000,18.53,72.95,505.8,729.91,113.3,335.2,0.9,331.0,100780.0
20151119:1100,19.91,61.5,466.3,702.88,99.75,312.95,0.55,315.0,100720.0
20151119:1200,20.65,57.45,363.3,599.86,89.9,314.5,0.28,291.0,100700.0
20151119:1300,20.89,53.6,219.85,435.9,69.45,314.65,0.34,201.0,100710.0
20151119:1400,20.57,57.45,68.8,182.39,32.9,311.95,1.03,193.0,100710.0
20151119:1500,19.57,63.6,0.45,0.0,0.45,309.05,1.52,190.0,100740.0
20151119:1600,17.88,75.45,0.0,-0.0,0.0,306.15,1.59,181.0,100740.0
20151119:1700,16.29,83.6,0.0,-0.0,0.0,306.15,1.66,170.0,100780.0
20151119:1800,15.11,89.5,0.0,-0.0,0.0,304.6,1.79,168.0,100780.0
20151119:1900,14.22,95.95,0.0,-0.0,0.0,301.3,1.66,201.0,100760.0
20151119:2000,14.3,92.7,0.0,-0.0,0.0,299.95,1.31,201.0,100750.0
20151119:2100,14.83,92.7,0.0,-0.0,0.0,299.0,1.1,204.0,100750.0
20151119:2200,15.25,92.75,0.0,-0.0,0.0,298.8,0.83,211.0,100720.0
20151119:2300,15.03,96.0,0.0,-0.0,0.0,299.6,0.55,221.0,100680.0
20151120:0000,14.68,99.35,0.0,-0.0,0.0,303.65,0.07,251.0,100650.0
20151120:0100,14.07,100.0,0.0,-0.0,0.0,318.65,0.14,80.0,100610.0
20151120:0200,13.7,100.0,0.0,-0.0,0.0,332.3,0.28,108.0,100590.0
20151120:0300,13.58,100.0,0.0,-0.0,0.0,332.85,0.41,152.0,100580.0
20151120:0400,13.6,100.0,0.0,-0.0,0.0,352.2,0.34,169.0,100560.0
20151120:0500,13.71,100.0,0.0,-0.0,0.0,347.0,0.48,178.0,100560.0
20151120:0600,13.74,99.4,117.05,277.02,80.3,349.9,0.69,192.0,100540.0
20151120:0700,14.47,99.35,249.35,458.58,115.5,353.4,0.76,242.0,100590.0
20151120:0800,15.91,96.0,366.85,524.58,148.05,352.8,1.45,215.0,100560.0
20151120:0900,17.18,86.6,453.75,616.27,145.75,350.3,2.14,213.0,100560.0
20151120:1000,18.3,78.25,497.9,706.72,120.3,331.3,2.28,213.0,100490.0
20151120:1100,19.05,70.55,443.85,612.49,126.4,316.2,2.55,212.0,100400.0
20151120:1200,19.35,65.85,355.95,582.85,92.0,316.2,2.76,209.0,100320.0
20151120:1300,19.28,65.85,210.25,394.79,75.05,316.2,2.76,206.0,100260.0
20151120:1400,18.78,68.1,67.1,178.31,32.4,315.45,2.55,204.0,100230.0
20151120:1500,17.84,75.45,0.35,0.0,0.35,308.85,2.14,199.0,100210.0
20151120:1600,16.87,83.65,0.0,-0.0,0.0,306.75,1.93,195.0,100190.0
20151120:1700,15.98,89.6,0.0,-0.0,0.0,304.05,1.72,199.0,100180.0
20151120:1800,15.15,92.7,0.0,-0.0,0.0,303.25,1.52,211.0,100160.0
20151120:1900,14.38,92.7,0.0,-0.0,0.0,303.45,1.72,209.0,100060.0
20151120:2000,13.87,92.65,0.0,-0.0,0.0,302.5,1.72,221.0,100010.0
20151120:2100,13.55,92.65,0.0,-0.0,0.0,301.3,1.79,239.0,99980.0
20151120:2200,13.17,89.4,0.0,-0.0,0.0,299.95,2.14,255.0,99920.0
20151120:2300,13.32,86.3,0.0,-0.0,0.0,297.85,2.48,265.0,99870.0
20151121:0000,13.06,83.25,0.0,-0.0,0.0,298.05,2.55,260.0,99820.0
20151121:0100,13.2,83.25,0.0,-0.0,0.0,298.9,2.62,250.0,99780.0
20151121:0200,13.61,83.25,0.0,-0.0,0.0,298.05,2.76,235.0,99730.0
20151121:0300,13.03,80.35,0.0,-0.0,0.0,298.05,3.1,224.0,99670.0
20151121:0400,13.8,80.4,0.0,-0.0,0.0,299.75,3.38,216.0,99610.0
20151121:0500,14.34,80.45,0.0,-0.0,0.0,301.1,3.59,216.0,99590.0
20151121:0600,14.98,80.55,159.9,783.6,58.7,306.75,3.72,208.0,99580.0
20151121:0700,16.91,78.0,308.1,786.76,81.3,308.65,4.28,203.0,99560.0
20151121:0800,18.16,75.45,424.25,796.04,95.1,312.35,5.17,203.0,99520.0
20151121:0900,18.93,68.1,481.8,759.9,104.7,317.2,5.86,203.0,99480.0
20151121:1000,19.4,68.2,481.1,688.4,115.6,319.9,5.93,202.0,99430.0
20151121:1100,19.69,65.85,416.95,592.32,111.8,325.1,6.62,204.0,99360.0
20151121:1200,19.81,65.95,315.35,467.4,105.0,330.35,6.55,199.0,99300.0
20151121:1300,19.74,68.2,191.05,323.4,81.1,336.35,6.69,192.0,99270.0
20151121:1400,19.39,70.65,59.1,140.53,32.05,347.2,6.55,190.0,99250.0
20151121:1500,18.62,78.25,0.25,0.0,0.25,332.1,6.48,190.0,99250.0
20151121:1600,18.05,83.75,0.0,-0.0,0.0,328.2,6.48,191.0,99250.0
20151121:1700,17.74,86.65,0.0,-0.0,0.0,323.4,6.41,193.0,99300.0
20151121:1800,17.5,86.65,0.0,-0.0,0.0,321.45,6.28,194.0,99310.0
20151121:1900,17.77,78.15,0.0,-0.0,0.0,313.7,6.48,200.0,99250.0
20151121:2000,17.64,80.85,0.0,-0.0,0.0,315.65,6.28,201.0,99290.0
20151121:2100,17.5,80.85,0.0,-0.0,0.0,316.2,6.0,199.0,99320.0
20151121:2200,17.32,80.85,0.0,-0.0,0.0,314.65,6.0,198.0,99320.0
20151121:2300,17.21,83.65,0.0,-0.0,0.0,315.65,6.07,197.0,99320.0
20151122:0000,17.15,83.65,0.0,-0.0,0.0,320.85,6.14,197.0,99290.0
20151122:0100,17.17,83.65,0.0,-0.0,0.0,318.65,6.14,197.0,99320.0
20151122:0200,17.14,83.65,0.0,-0.0,0.0,318.15,5.86,199.0,99300.0
20151122:0300,17.07,83.65,0.0,-0.0,0.0,314.1,5.59,199.0,99300.0
20151122:0400,17.0,83.65,0.0,-0.0,0.0,311.2,5.52,198.0,99310.0
20151122:0500,17.0,83.65,0.0,-0.0,0.0,311.0,5.52,196.0,99340.0
20151122:0600,17.21,83.65,152.95,764.67,56.85,310.4,5.59,195.0,99380.0
20151122:0700,18.46,75.55,293.45,752.7,79.15,318.35,6.07,195.0,99470.0
20151122:0800,19.37,68.2,413.25,761.24,101.2,317.75,6.62,195.0,99490.0
20151122:0900,20.04,63.7,483.25,783.8,97.0,326.85,7.03,195.0,99510.0
20151122:1000,20.46,61.6,463.5,678.95,105.25,330.15,7.45,193.0,99500.0
20151122:1100,20.64,63.8,444.25,693.16,89.25,329.4,7.86,190.0,99440.0
20151122:1200,20.8,61.7,313.2,494.27,92.1,330.15,8.07,188.0,99420.0
20151122:1300,20.61,66.05,206.55,406.25,69.4,331.9,8.07,185.0,99450.0
20151122:1400,20.14,70.7,58.85,158.04,28.75,331.5,8.07,184.0,99510.0
20151122:1500,19.19,75.65,0.2,0.0,0.2,333.05,7.93,185.0,99600.0
20151122:1600,18.44,81.0,0.0,-0.0,0.0,338.3,7.52,185.0,99650.0
20151122:1700,17.98,83.75,0.0,-0.0,0.0,330.55,7.1,186.0,99740.0
20151122:1800,17.86,83.75,0.0,-0.0,0.0,342.35,6.76,188.0,99790.0
20151122:1900,18.53,81.0,0.0,-0.0,0.0,339.45,6.62,193.0,99780.0
20151122:2000,18.35,81.0,0.0,-0.0,0.0,336.35,6.21,192.0,99810.0
20151122:2100,18.23,83.75,0.0,-0.0,0.0,336.55,6.14,190.0,99860.0
20151122:2200,18.06,83.75,0.0,-0.0,0.0,328.4,5.93,192.0,99870.0
20151122:2300,18.03,80.9,0.0,-0.0,0.0,329.4,5.66,198.0,99900.0
20151123:0000,17.91,78.15,0.0,-0.0,0.0,328.8,5.45,198.0,99930.0
20151123:0100,17.74,80.85,0.0,-0.0,0.0,324.05,5.31,198.0,99970.0
20151123:0200,17.63,80.85,0.0,-0.0,0.0,328.2,5.1,199.0,100000.0
20151123:0300,17.55,78.1,0.0,-0.0,0.0,333.65,4.76,200.0,100050.0
20151123:0400,17.44,78.1,0.0,-0.0,0.0,333.05,4.55,202.0,100090.0
20151123:0500,17.33,78.1,0.0,-0.0,0.0,330.95,4.41,203.0,100150.0
20151123:0600,17.41,78.1,120.7,334.16,79.85,328.8,4.28,205.0,100220.0
20151123:0700,18.68,72.95,257.75,487.91,120.55,326.85,4.21,198.0,100340.0
20151123:0800,19.61,65.85,368.65,567.75,137.9,333.85,4.62,201.0,100400.0
20151123:0900,20.24,61.5,405.3,491.42,164.8,334.2,4.62,201.0,100440.0
20151123:1000,20.61,57.45,435.55,549.91,147.15,337.7,4.55,200.0,100450.0
20151123:1100,20.81,55.55,360.15,473.09,119.25,341.4,4.55,199.0,100410.0
20151123:1200,20.83,57.55,319.75,471.78,109.95,344.1,4.48,196.0,100400.0
20151123:1300,20.84,57.55,194.5,354.88,75.5,342.75,4.69,192.0,100420.0
20151123:1400,20.41,61.6,59.9,158.06,30.1,335.95,4.41,186.0,100440.0
20151123:1500,19.66,68.2,0.2,0.0,0.2,332.85,4.28,181.0,100500.0
20151123:1600,18.96,73.05,0.0,-0.0,0.0,332.3,4.28,182.0,100540.0
20151123:1700,18.55,75.55,0.0,-0.0,0.0,330.15,4.21,184.0,100600.0
20151123:1800,18.19,78.15,0.0,-0.0,0.0,323.0,3.93,185.0,100630.0
20151123:1900,18.11,80.9,0.0,-0.0,0.0,326.85,3.79,186.0,100680.0
