time_UTC,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20151123:2000,17.88,80.9,0.0,-0.0,0.0,326.65,3.59,189.0,100700.0
20151123:2100,17.63,86.65,0.0,-0.0,0.0,323.2,3.38,190.0,100710.0
20151123:2200,17.38,86.65,0.0,-0.0,0.0,322.2,3.17,191.0,100680.0
20151123:2300,17.15,86.6,0.0,-0.0,0.0,320.3,3.17,189.0,100660.0
20151124:0000,16.97,86.6,0.0,-0.0,0.0,320.1,3.17,191.0,100640.0
20151124:0100,16.8,86.6,0.0,-0.0,0.0,316.5,3.03,193.0,100640.0
20151124:0200,16.64,92.8,0.0,-0.0,0.0,316.05,2.9,196.0,100660.0
20151124:0300,16.37,92.8,0.0,-0.0,0.0,311.75,2.76,200.0,100650.0
20151124:0400,16.17,96.0,0.0,-0.0,0.0,313.1,2.69,199.0,100670.0
20151124:0500,16.04,96.0,0.0,-0.0,0.0,326.5,2.55,195.0,100660.0
20151124:0600,16.22,96.0,109.15,196.87,85.75,336.35,2.69,200.0,100680.0
20151124:0700,17.35,89.7,235.65,361.49,135.25,327.45,2.9,200.0,100730.0
20151124:0800,18.68,81.0,301.9,259.19,197.45,331.5,3.45,205.0,100740.0
20151124:0900,19.33,75.7,365.15,331.94,203.8,335.75,3.72,211.0,100740.0
20151124:1000,19.92,73.2,368.2,323.11,199.75,336.55,3.86,212.0,100680.0
20151124:1100,20.17,70.7,318.7,263.55,185.25,339.25,3.86,212.0,100610.0
20151124:1200,20.16,68.3,258.9,247.19,149.6,340.8,3.72,210.0,100560.0
20151124:1300,19.97,68.3,172.5,224.37,97.75,336.75,3.59,205.0,100530.0
20151124:1400,19.62,73.15,45.4,21.69,41.35,338.3,3.45,197.0,100520.0
20151124:1500,18.87,78.3,0.1,0.0,0.1,335.2,3.1,192.0,100520.0
20151124:1600,18.24,83.75,0.0,-0.0,0.0,335.4,3.1,190.0,100520.0
20151124:1700,17.92,83.75,0.0,-0.0,0.0,336.75,3.17,192.0,100520.0
20151124:1800,17.78,80.9,0.0,-0.0,0.0,342.15,3.31,193.0,100490.0
20151124:1900,17.53,86.65,0.0,-0.0,0.0,339.45,3.03,193.0,100450.0
20151124:2000,17.44,86.65,0.0,-0.0,0.0,343.3,3.17,197.0,100450.0
20151124:2100,17.24,89.65,0.0,-0.0,0.0,333.65,3.17,200.0,100420.0
20151124:2200,17.1,86.6,0.0,-0.0,0.0,334.8,3.1,203.0,100400.0
20151124:2300,16.92,86.6,0.0,-0.0,0.0,332.5,3.03,204.0,100320.0
20151125:0000,16.48,89.65,0.0,-0.0,0.0,321.65,2.9,203.0,100270.0
20151125:0100,16.16,89.6,0.0,-0.0,0.0,327.15,2.83,200.0,100210.0
20151125:0200,15.94,89.6,0.0,-0.0,0.0,329.4,2.83,198.0,100160.0
20151125:0300,15.74,92.75,0.0,-0.0,0.0,332.1,2.83,195.0,100110.0
20151125:0400,15.75,89.6,0.0,-0.0,0.0,338.1,2.97,195.0,100050.0
20151125:0500,15.81,86.5,0.0,-0.0,0.0,343.1,3.17,196.0,100020.0
20151125:0600,16.06,86.5,104.55,454.02,52.1,342.75,3.52,199.0,100000.0
20151125:0700,17.4,75.4,214.85,440.33,94.05,352.6,4.34,190.0,100010.0
20151125:0800,18.37,65.65,253.4,356.96,110.75,358.0,5.66,192.0,99980.0
20151125:0900,18.73,63.4,394.4,604.66,102.45,361.9,6.28,193.0,99920.0
20151125:1000,18.98,61.3,282.45,336.97,107.8,348.95,7.1,192.0,99810.0
20151125:1100,18.43,68.05,310.2,365.27,126.25,344.5,7.31,187.0,99680.0
20151125:1200,18.05,72.9,235.05,291.76,106.75,355.3,7.17,184.0,99560.0
20151125:1300,17.75,80.85,125.7,157.51,73.55,354.95,7.1,177.0,99460.0
20151125:1400,17.53,80.85,31.45,39.19,24.2,358.8,7.1,173.0,99410.0
20151125:1500,17.36,80.85,0.05,0.0,0.05,359.2,7.03,170.0,99330.0
20151125:1600,17.11,83.65,0.0,-0.0,0.0,362.1,7.31,170.0,99230.0
20151125:1700,16.69,86.55,0.0,-0.0,0.0,357.05,8.28,173.0,99150.0
20151125:1800,15.88,89.6,0.0,-0.0,0.0,364.2,8.97,174.0,99060.0
20151125:1900,15.65,92.75,0.0,-0.0,0.0,370.2,10.34,178.0,98870.0
20151125:2000,15.39,92.75,0.0,-0.0,0.0,370.0,7.93,186.0,98810.0
20151125:2100,15.81,89.6,0.0,-0.0,0.0,341.95,6.14,192.0,98790.0
20151125:2200,16.02,86.5,0.0,-0.0,0.0,337.9,5.93,191.0,98760.0
20151125:2300,15.7,83.5,0.0,-0.0,0.0,324.55,6.21,190.0,98650.0
20151126:0000,15.72,83.5,0.0,-0.0,0.0,334.4,6.21,197.0,98570.0
20151126:0100,15.62,83.5,0.0,-0.0,0.0,322.15,5.66,206.0,98520.0
20151126:0200,15.57,83.5,0.0,-0.0,0.0,320.65,5.03,214.0,98520.0
20151126:0300,15.43,80.6,0.0,-0.0,0.0,314.1,4.76,223.0,98520.0
20151126:0400,15.17,80.55,0.0,-0.0,0.0,304.05,4.34,228.0,98570.0
20151126:0500,14.99,80.55,0.0,-0.0,0.0,303.45,4.0,229.0,98630.0
20151126:0600,15.03,77.75,55.5,0.0,55.5,301.5,3.86,229.0,98700.0
20151126:0700,15.66,72.45,291.9,781.0,80.25,297.25,4.21,241.0,98770.0
20151126:0800,16.32,65.25,389.7,753.3,91.15,301.3,4.83,244.0,98830.0
20151126:0900,16.86,63.05,460.35,750.62,100.3,308.1,4.55,245.0,98840.0
20151126:1000,17.39,60.95,457.35,664.01,115.15,316.8,4.07,238.0,98830.0
20151126:1100,17.71,60.95,383.1,505.05,130.1,310.6,4.14,229.0,98810.0
20151126:1200,17.76,56.85,252.4,213.07,159.2,317.2,3.79,220.0,98790.0
20151126:1300,17.63,58.8,149.0,149.95,99.65,328.6,3.38,209.0,98770.0
20151126:1400,17.46,58.8,48.65,70.06,35.8,335.75,3.66,202.0,98770.0
20151126:1500,17.03,60.85,0.05,0.0,0.05,330.75,3.72,202.0,98820.0
20151126:1600,16.6,60.75,0.0,-0.0,0.0,330.55,4.0,202.0,98850.0
20151126:1700,16.27,62.95,0.0,-0.0,0.0,336.95,5.03,203.0,98890.0
20151126:1800,15.72,69.9,0.0,-0.0,0.0,341.0,5.79,203.0,98950.0
20151126:1900,15.18,75.0,0.0,-0.0,0.0,331.3,4.76,195.0,98980.0
20151126:2000,14.69,77.65,0.0,-0.0,0.0,344.65,4.83,186.0,99020.0
20151126:2100,14.28,77.65,0.0,-0.0,0.0,329.55,4.41,184.0,99050.0
20151126:2200,14.13,77.6,0.0,-0.0,0.0,320.5,4.21,186.0,99080.0
20151126:2300,14.03,80.4,0.0,-0.0,0.0,307.7,4.14,186.0,99070.0
20151127:0000,14.1,83.35,0.0,-0.0,0.0,313.9,4.69,188.0,99090.0
20151127:0100,13.9,86.35,0.0,-0.0,0.0,321.15,4.9,190.0,99110.0
20151127:0200,13.81,89.45,0.0,-0.0,0.0,312.15,4.83,184.0,99080.0
20151127:0300,14.16,92.65,0.0,-0.0,0.0,333.65,4.9,174.0,99060.0
20151127:0400,14.43,89.5,0.0,-0.0,0.0,335.4,5.52,175.0,99040.0
20151127:0500,14.54,89.5,0.0,-0.0,0.0,335.95,5.79,179.0,99050.0
20151127:0600,14.77,86.45,49.65,0.0,49.65,342.15,6.28,181.0,99070.0
20151127:0700,15.48,83.5,100.55,83.48,78.2,350.3,6.97,186.0,99160.0
20151127:0800,15.57,86.5,159.55,89.93,124.2,361.1,7.86,185.0,99170.0
20151127:0900,16.05,86.5,272.7,283.27,137.7,359.0,8.14,185.0,99170.0
20151127:1000,16.57,83.6,287.8,287.91,140.25,350.65,8.28,186.0,99120.0
20151127:1100,16.86,78.0,247.25,246.5,124.4,357.25,8.48,186.0,99100.0
20151127:1200,16.86,78.0,273.05,428.89,86.4,334.0,9.03,192.0,99090.0
20151127:1300,17.05,75.3,149.5,271.35,60.7,335.55,8.48,190.0,99090.0
20151127:1400,16.79,75.3,44.6,120.39,22.7,333.65,8.14,191.0,99140.0
20151127:1500,16.52,75.25,0.05,0.0,0.05,330.95,7.17,198.0,99180.0
20151127:1600,16.21,72.55,0.0,-0.0,0.0,332.3,5.93,200.0,99250.0
20151127:1700,15.84,70.0,0.0,-0.0,0.0,318.35,5.52,201.0,99310.0
20151127:1800,15.51,75.1,0.0,-0.0,0.0,313.1,4.97,198.0,99340.0
20151127:1900,15.85,67.55,0.0,-0.0,0.0,313.3,4.83,202.0,99290.0
20151127:2000,15.69,67.45,0.0,-0.0,0.0,313.1,4.9,206.0,99350.0
20151127:2100,15.38,67.45,0.0,-0.0,0.0,306.35,4.48,203.0,99340.0
20151127:2200,15.06,72.4,0.0,-0.0,0.0,309.45,4.41,194.0,99330.0
20151127:2300,15.02,75.0,0.0,-0.0,0.0,340.8,4.9,193.0,99300.0
20151128:0000,14.66,77.65,0.0,-0.0,0.0,341.4,5.31,195.0,99290.0
20151128:0100,13.88,86.35,0.0,-0.0,0.0,353.3,4.83,202.0,99290.0
20151128:0200,13.63,89.4,0.0,-0.0,0.0,353.4,4.14,216.0,99270.0
20151128:0300,13.48,83.25,0.0,-0.0,0.0,355.7,3.45,209.0,99200.0
20151128:0400,13.27,77.5,0.0,-0.0,0.0,312.55,4.34,215.0,99220.0
20151128:0500,13.26,72.1,0.0,-0.0,0.0,303.65,4.34,213.0,99240.0
20151128:0600,13.32,72.1,61.3,0.0,61.3,289.3,4.48,208.0,99280.0
20151128:0700,14.14,74.85,226.05,477.13,99.85,302.3,4.21,202.0,99330.0
20151128:0800,15.22,67.35,354.75,647.29,102.35,309.05,4.9,206.0,99350.0
20151128:0900,15.78,60.65,417.85,621.54,123.5,315.25,5.59,218.0,99350.0
20151128:1000,16.11,60.65,397.65,530.97,127.0,306.35,5.59,227.0,99330.0
20151128:1100,16.32,58.6,343.6,437.08,126.85,328.2,5.66,246.0,99340.0
20151128:1200,16.52,58.6,315.0,506.27,95.75,328.4,5.1,256.0,99350.0
20151128:1300,16.73,54.45,189.65,357.45,73.3,308.5,4.97,263.0,99400.0
20151128:1400,16.43,54.45,53.0,131.01,29.35,301.7,4.76,268.0,99470.0
20151128:1500,15.67,58.35,0.05,0.0,0.05,298.4,4.69,270.0,99560.0
20151128:1600,15.06,60.4,0.0,-0.0,0.0,302.3,4.69,269.0,99640.0
20151128:1700,14.62,62.55,0.0,-0.0,0.0,291.05,4.9,267.0,99720.0
20151128:1800,14.26,62.55,0.0,-0.0,0.0,287.4,4.9,267.0,99780.0
20151128:1900,14.09,64.75,0.0,-0.0,0.0,287.75,4.83,270.0,99850.0
20151128:2000,13.86,64.75,0.0,-0.0,0.0,284.85,4.62,269.0,99930.0
20151128:2100,13.61,67.05,0.0,-0.0,0.0,284.1,4.28,266.0,100000.0
20151128:2200,13.35,67.05,0.0,-0.0,0.0,285.05,3.86,265.0,100060.0
20151128:2300,13.07,69.55,0.0,-0.0,0.0,283.7,3.31,263.0,100070.0
20151129:0000,12.77,69.55,0.0,-0.0,0.0,283.7,2.9,261.0,100080.0
20151129:0100,12.47,72.05,0.0,-0.0,0.0,284.2,2.55,254.0,100130.0
20151129:0200,12.25,74.7,0.0,-0.0,0.0,291.25,2.48,247.0,100160.0
20151129:0300,12.07,77.35,0.0,-0.0,0.0,293.2,2.34,240.0,100160.0
20151129:0400,11.96,77.35,0.0,-0.0,0.0,291.05,2.34,239.0,100190.0
20151129:0500,11.89,77.35,0.0,-0.0,0.0,290.1,2.34,240.0,100200.0
20151129:0600,11.93,80.2,53.8,0.0,53.8,295.5,2.21,246.0,100260.0
20151129:0700,13.52,77.5,274.35,739.65,81.05,298.8,2.28,248.0,100320.0
20151129:0800,14.95,67.35,376.35,730.9,93.6,296.85,2.83,254.0,100340.0
20151129:0900,15.59,65.05,447.05,720.06,108.15,301.1,2.97,261.0,100370.0
20151129:1000,16.02,62.85,445.15,672.23,104.3,306.95,3.03,270.0,100320.0
20151129:1100,16.21,62.85,366.85,526.5,107.0,309.85,3.1,276.0,100290.0
20151129:1200,16.29,58.6,247.55,378.26,84.5,320.3,2.76,285.0,100270.0
20151129:1300,16.13,58.45,163.35,308.16,63.55,324.95,2.14,302.0,100260.0
20151129:1400,15.64,60.5,42.25,99.87,24.35,323.4,2.0,339.0,100290.0
20151129:1500,14.53,67.25,0.0,0.0,0.0,326.1,2.76,13.0,100320.0
20151129:1600,13.46,72.1,0.0,-0.0,0.0,316.4,3.52,21.0,100370.0
20151129:1700,12.69,74.7,0.0,-0.0,0.0,321.05,3.24,20.0,100450.0
20151129:1800,12.5,74.7,0.0,-0.0,0.0,329.4,2.83,16.0,100490.0
20151129:1900,12.24,74.7,0.0,-0.0,0.0,301.9,3.17,10.0,100520.0
20151129:2000,11.76,74.6,0.0,-0.0,0.0,292.6,3.03,1.0,100570.0
20151129:2100,11.35,74.55,0.0,-0.0,0.0,290.1,3.03,354.0,100600.0
20151129:2200,10.92,74.45,0.0,-0.0,0.0,285.05,2.9,348.0,100630.0
20151129:2300,10.55,77.15,0.0,-0.0,0.0,276.95,2.97,342.0,100640.0
20151130:0000,10.28,74.4,0.0,-0.0,0.0,278.3,2.97,339.0,100650.0
20151130:0100,10.04,74.3,0.0,-0.0,0.0,275.1,2.9,338.0,100640.0
20151130:0200,9.79,71.6,0.0,-0.0,0.0,269.95,2.9,341.0,100670.0
20151130:0300,9.52,74.2,0.0,-0.0,0.0,269.6,2.97,344.0,100680.0
20151130:0400,9.24,71.5,0.0,-0.0,0.0,268.8,2.9,347.0,100710.0
20151130:0500,8.84,74.15,0.0,-0.0,0.0,269.4,2.83,345.0,100740.0
20151130:0600,8.58,76.85,53.55,0.0,53.55,268.4,2.55,342.0,100820.0
20151130:0700,10.17,71.6,295.3,844.52,77.2,264.15,2.48,343.0,100860.0
20151130:0800,11.42,59.7,420.45,866.49,87.85,261.25,3.17,343.0,100900.0
20151130:0900,12.31,53.6,498.45,856.09,97.95,263.95,3.52,345.0,100950.0
20151130:1000,13.05,49.85,503.15,789.05,105.1,265.5,3.59,344.0,100930.0
20151130:1100,13.58,48.0,460.4,744.4,94.7,269.95,3.59,342.0,100910.0
20151130:1200,13.93,44.65,351.6,630.44,81.05,274.05,3.45,339.0,100890.0
20151130:1300,14.05,44.65,202.55,429.4,64.15,271.5,3.31,339.0,100890.0
20151130:1400,13.83,44.65,58.05,170.45,27.7,274.05,2.9,342.0,100900.0
20151130:1500,13.06,49.85,0.0,0.0,0.0,272.85,2.41,344.0,100920.0
20151130:1600,10.62,58.79,0.0,-0.0,0.0,256.73,1.63,343.0,100960.0
20151130:1700,10.55,61.97,0.0,-0.0,0.0,261.88,1.58,346.0,100960.0
20151130:1800,10.48,65.16,0.0,-0.0,0.0,267.02,1.53,344.0,101000.0
20151130:1900,10.41,68.34,0.0,-0.0,0.0,272.17,1.48,321.0,100940.0
20151130:2000,10.33,71.52,0.0,-0.0,0.0,277.32,1.43,313.0,100980.0
20151130:2100,10.26,74.7,0.0,-0.0,0.0,282.46,1.38,308.0,100980.0
20151130:2200,10.19,77.89,0.0,-0.0,0.0,287.61,1.33,302.0,100970.0
20151130:2300,10.12,81.07,0.0,-0.0,0.0,292.76,1.28,301.0,100970.0
20081201:0000,10.05,84.25,0.0,-0.0,0.0,297.9,1.22,264.0,100630.0
20081201:0100,9.97,87.44,0.0,-0.0,0.0,303.05,1.17,358.0,100630.0
20081201:0200,9.9,90.62,0.0,-0.0,0.0,308.2,1.12,11.0,100600.0
20081201:0300,9.83,93.8,0.0,-0.0,0.0,313.35,1.07,16.0,100590.0
20081201:0400,9.76,96.99,0.0,-0.0,0.0,318.49,1.02,20.0,100580.0
20081201:0500,9.68,100.0,0.0,-0.0,0.0,323.64,0.97,26.0,100600.0
20081201:0600,9.61,100.0,60.75,0.0,60.75,328.79,0.92,26.0,100610.0
20081201:0700,9.54,100.0,226.5,484.77,104.2,333.93,0.87,17.0,100680.0
20081201:0800,12.4,95.95,307.5,397.28,157.3,337.3,0.21,32.0,100710.0
20081201:0900,13.87,92.65,339.1,266.86,215.7,326.5,0.62,208.0,100680.0
20081201:1000,15.03,83.5,325.35,184.35,233.25,340.0,1.59,211.0,100660.0
20081201:1100,15.61,77.85,304.6,200.8,206.8,336.95,2.0,212.0,100580.0
20081201:1200,15.94,72.65,235.5,164.69,165.4,325.1,2.21,208.0,100550.0
20081201:1300,15.98,72.65,149.3,147.7,102.1,326.65,2.48,205.0,100540.0
20081201:1400,15.74,75.15,47.6,73.0,34.75,316.2,2.28,198.0,100520.0
20081201:1500,15.14,77.8,0.0,0.0,0.0,309.85,2.21,189.0,100530.0
20081201:1600,14.59,80.55,0.0,-0.0,0.0,311.0,2.48,186.0,100540.0
20081201:1700,14.36,83.4,0.0,-0.0,0.0,311.2,2.76,187.0,100560.0
20081201:1800,14.28,83.4,0.0,-0.0,0.0,311.2,2.97,184.0,100560.0
20081201:1900,14.34,83.4,0.0,-0.0,0.0,306.35,3.1,187.0,100520.0
20081201:2000,14.14,83.4,0.0,-0.0,0.0,302.1,2.97,185.0,100500.0
20081201:2100,13.99,83.4,0.0,-0.0,0.0,301.7,2.9,180.0,100510.0
20081201:2200,13.85,86.35,0.0,-0.0,0.0,302.5,2.83,179.0,100500.0
20081201:2300,13.73,86.35,0.0,-0.0,0.0,302.3,2.62,180.0,100470.0
20081202:0000,13.4,89.4,0.0,-0.0,0.0,299.75,2.55,179.0,100450.0
20081202:0100,13.27,89.4,0.0,-0.0,0.0,301.05,2.55,179.0,100430.0
20081202:0200,12.95,89.4,0.0,-0.0,0.0,306.55,2.55,183.0,100410.0
20081202:0300,13.05,89.4,0.0,-0.0,0.0,306.55,2.62,184.0,100370.0
20081202:0400,13.16,92.65,0.0,-0.0,0.0,312.95,2.69,188.0,100360.0
20081202:0500,13.23,92.65,0.0,-0.0,0.0,319.5,2.34,189.0,100380.0
20081202:0600,13.4,95.95,55.35,0.0,55.35,335.95,2.07,186.0,100380.0
20081202:0700,14.59,96.0,219.75,509.21,92.75,340.4,1.38,177.0,100440.0
20081202:0800,16.11,89.65,298.65,438.31,134.15,346.4,1.86,178.0,100440.0
20081202:0900,17.43,83.7,352.0,416.33,160.55,351.65,3.03,182.0,100450.0
20081202:1000,18.36,80.9,329.6,302.13,179.35,350.3,3.72,183.0,100390.0
20081202:1100,18.61,75.55,247.85,158.22,171.1,353.75,3.86,178.0,100340.0
20081202:1200,18.43,80.9,212.6,188.66,132.6,356.1,3.31,172.0,100270.0
20081202:1300,18.24,80.9,153.95,227.27,81.6,351.25,3.17,167.0,100240.0
20081202:1400,17.93,83.7,43.55,85.06,28.65,335.75,3.24,167.0,100260.0
20081202:1500,17.14,83.7,0.0,0.0,0.0,338.65,2.9,159.0,100280.0
20081202:1600,16.49,86.6,0.0,-0.0,0.0,336.95,2.76,148.0,100310.0
20081202:1700,16.08,89.65,0.0,-0.0,0.0,337.1,2.9,143.0,100300.0
20081202:1800,15.84,92.75,0.0,-0.0,0.0,334.05,3.03,144.0,100280.0
20081202:1900,15.96,89.65,0.0,-0.0,0.0,339.85,2.62,150.0,100310.0
20081202:2000,15.82,92.75,0.0,-0.0,0.0,343.1,2.34,139.0,100250.0
20081202:2100,15.43,96.0,0.0,-0.0,0.0,341.0,1.72,130.0,100230.0
20081202:2200,14.85,96.0,0.0,-0.0,0.0,349.5,1.38,128.0,100210.0
20081202:2300,14.24,96.0,0.0,-0.0,0.0,349.1,1.52,99.0,100170.0
20081203:0000,14.08,96.0,0.0,-0.0,0.0,352.0,1.79,87.0,100120.0
20081203:0100,14.27,96.0,0.0,-0.0,0.0,345.15,2.21,88.0,100070.0
20081203:0200,14.71,96.0,0.0,-0.0,0.0,344.1,2.41,95.0,100010.0
20081203:0300,15.26,96.0,0.0,-0.0,0.0,351.25,2.69,105.0,99990.0
20081203:0400,15.7,92.75,0.0,-0.0,0.0,362.3,3.31,122.0,99950.0
20081203:0500,16.08,92.8,0.0,-0.0,0.0,360.35,3.52,135.0,99960.0
20081203:0600,16.34,92.8,50.6,0.0,50.6,359.4,3.59,145.0,99960.0
20081203:0700,16.91,89.65,213.2,518.84,85.25,363.45,4.21,147.0,99980.0
20081203:0800,17.94,83.7,306.75,490.17,124.1,356.65,4.83,149.0,99970.0
20081203:0900,18.57,78.25,365.4,480.89,145.45,356.85,5.1,148.0,99950.0
20081203:1000,18.98,75.65,429.7,632.08,116.75,364.6,5.17,147.0,99870.0
20081203:1100,19.41,75.65,396.6,604.15,104.65,348.15,5.38,146.0,99820.0
20081203:1200,19.48,73.15,308.2,495.9,98.65,331.1,5.31,146.0,99740.0
20081203:1300,19.32,75.65,186.15,372.12,68.1,334.8,5.31,146.0,99730.0
20081203:1400,18.82,81.0,52.4,146.77,26.8,322.6,4.9,143.0,99700.0
20081203:1500,18.12,83.75,0.0,0.0,0.0,328.0,4.9,140.0,99700.0
20081203:1600,17.59,86.65,0.0,-0.0,0.0,319.9,5.17,135.0,99720.0
20081203:1700,17.42,86.65,0.0,-0.0,0.0,323.95,5.66,135.0,99740.0
20081203:1800,17.31,86.65,0.0,-0.0,0.0,321.65,6.07,136.0,99740.0
20081203:1900,17.43,86.65,0.0,-0.0,0.0,341.2,5.72,136.0,99740.0
20081203:2000,17.46,86.65,0.0,-0.0,0.0,353.0,6.0,137.0,99700.0
20081203:2100,17.42,86.65,0.0,-0.0,0.0,355.1,5.86,138.0,99700.0
20081203:2200,17.31,86.65,0.0,-0.0,0.0,349.3,5.52,135.0,99660.0
20081203:2300,17.31,86.65,0.0,-0.0,0.0,350.3,5.52,134.0,99620.0
20081204:0000,17.34,83.7,0.0,-0.0,0.0,348.15,5.66,136.0,99570.0
20081204:0100,17.38,83.7,0.0,-0.0,0.0,339.35,6.34,141.0,99560.0
20081204:0200,17.42,83.7,0.0,-0.0,0.0,335.75,6.48,144.0,99510.0
20081204:0300,17.49,83.7,0.0,-0.0,0.0,335.95,6.83,149.0,99510.0
20081204:0400,17.58,83.7,0.0,-0.0,0.0,330.75,7.52,154.0,99510.0
20081204:0500,17.63,83.7,0.0,-0.0,0.0,326.85,7.79,154.0,99540.0
20081204:0600,17.76,86.65,56.85,0.0,56.85,334.8,8.0,152.0,99540.0
20081204:0700,18.19,83.75,233.05,567.69,94.6,331.3,8.41,155.0,99600.0
20081204:0800,18.74,81.0,269.4,322.0,150.25,339.25,9.59,160.0,99620.0
20081204:0900,19.09,78.3,263.3,234.61,156.55,353.95,9.59,164.0,99640.0
20081204:1000,19.23,78.3,306.65,305.15,156.2,363.45,9.45,168.0,99610.0
20081204:1100,19.64,75.7,306.2,368.75,128.65,353.2,9.52,173.0,99560.0
20081204:1200,19.32,78.3,284.4,464.51,88.75,358.4,9.24,182.0,99550.0
20081204:1300,18.78,78.25,166.2,334.55,60.4,344.65,8.41,191.0,99590.0
20081204:1400,18.19,72.9,51.85,151.33,25.55,333.05,7.52,188.0,99640.0
20081204:1500,17.62,72.8,0.0,0.0,0.0,325.1,6.97,181.0,99680.0
20081204:1600,17.24,75.4,0.0,-0.0,0.0,309.25,6.48,180.0,99760.0
20081204:1700,16.97,78.1,0.0,-0.0,0.0,306.95,5.86,183.0,99850.0
20081204:1800,16.67,80.8,0.0,-0.0,0.0,305.95,5.38,188.0,99920.0
20081204:1900,16.65,83.65,0.0,-0.0,0.0,307.3,4.55,192.0,99910.0
20081204:2000,16.43,86.55,0.0,-0.0,0.0,308.3,4.55,204.0,99990.0
20081204:2100,16.29,83.6,0.0,-0.0,0.0,311.0,4.55,215.0,100060.0
20081204:2200,16.08,75.25,0.0,-0.0,0.0,307.9,4.48,223.0,100110.0
20081204:2300,15.79,72.55,0.0,-0.0,0.0,310.6,4.21,224.0,100150.0
20081205:0000,15.53,70.0,0.0,-0.0,0.0,310.8,4.07,221.0,100140.0
20081205:0100,15.22,72.45,0.0,-0.0,0.0,306.85,3.86,217.0,100160.0
20081205:0200,15.08,69.9,0.0,-0.0,0.0,311.75,3.93,219.0,100180.0
20081205:0300,14.86,69.85,0.0,-0.0,0.0,309.65,3.72,225.0,100190.0
20081205:0400,14.6,69.85,0.0,-0.0,0.0,310.05,3.45,231.0,100230.0
20081205:0500,14.3,69.75,0.0,-0.0,0.0,302.1,3.38,236.0,100320.0
20081205:0600,14.09,67.25,69.3,0.0,69.3,301.9,3.31,241.0,100400.0
20081205:0700,14.71,62.65,182.15,176.38,139.6,311.0,3.31,245.0,100450.0
20081205:0800,15.4,58.35,314.45,457.52,146.3,318.75,4.0,242.0,100520.0
20081205:0900,15.92,56.35,422.15,631.5,136.25,307.9,4.07,236.0,100590.0
20081205:1000,16.38,54.45,448.25,692.7,108.1,304.2,4.21,231.0,100540.0
20081205:1100,16.8,52.65,422.8,684.78,94.2,306.35,4.34,231.0,100560.0
20081205:1200,16.95,52.75,329.6,580.44,85.85,298.2,4.0,232.0,100550.0
20081205:1300,16.94,54.6,196.05,413.65,65.6,297.45,3.45,227.0,100560.0
20081205:1400,16.7,54.6,54.95,161.03,27.05,296.1,3.03,219.0,100590.0
20081205:1500,16.03,58.6,0.0,0.0,0.0,296.3,2.28,207.0,100640.0
20081205:1600,15.16,65.05,0.0,-0.0,0.0,295.9,2.14,169.0,100670.0
20081205:1700,14.68,69.85,0.0,-0.0,0.0,295.9,2.83,162.0,100720.0
20081205:1800,14.48,69.85,0.0,-0.0,0.0,299.55,2.9,172.0,100770.0
20081205:1900,14.75,77.75,0.0,-0.0,0.0,301.9,2.69,194.0,100750.0
20081205:2000,13.91,83.35,0.0,-0.0,0.0,302.3,1.86,201.0,100720.0
20081205:2100,13.29,83.25,0.0,-0.0,0.0,304.6,1.59,217.0,100690.0
20081205:2200,12.74,83.25,0.0,-0.0,0.0,304.8,1.79,229.0,100700.0
20081205:2300,13.27,80.35,0.0,-0.0,0.0,318.35,1.31,229.0,100650.0
20081206:0000,13.38,80.35,0.0,-0.0,0.0,324.55,1.17,223.0,100610.0
20081206:0100,13.0,80.35,0.0,-0.0,0.0,330.05,1.31,242.0,100600.0
20081206:0200,14.43,72.4,0.0,-0.0,0.0,322.05,0.62,271.0,100600.0
20081206:0300,13.4,80.35,0.0,-0.0,0.0,316.8,1.03,110.0,100550.0
20081206:0400,13.61,77.6,0.0,-0.0,0.0,324.75,0.9,149.0,100550.0
20081206:0500,13.88,77.6,0.0,-0.0,0.0,315.05,0.83,186.0,100590.0
20081206:0600,13.27,80.35,54.3,0.0,54.3,326.85,1.03,182.0,100590.0
20081206:0700,13.56,83.35,147.7,111.24,121.15,332.1,1.03,157.0,100590.0
20081206:0800,15.29,75.1,223.45,112.43,182.4,330.55,1.52,162.0,100540.0
20081206:0900,16.34,70.1,261.6,133.84,201.3,326.3,2.48,184.0,100560.0
20081206:1000,16.59,67.75,258.25,157.72,181.1,329.0,2.0,182.0,100400.0
20081206:1100,16.72,67.75,241.05,120.83,183.25,330.35,1.72,175.0,100280.0
20081206:1200,16.93,70.2,159.6,56.35,136.0,343.5,2.55,177.0,100240.0
20081206:1300,16.69,72.7,33.8,0.32,33.7,337.5,1.79,182.0,100190.0
20081206:1400,16.22,77.95,20.8,7.23,19.55,363.25,1.72,170.0,100160.0
20081206:1500,15.72,83.55,0.0,0.0,0.0,353.75,1.03,174.0,100140.0
20081206:1600,15.64,80.65,0.0,-0.0,0.0,346.2,0.14,358.0,100140.0
20081206:1700,15.35,83.5,0.0,-0.0,0.0,345.25,0.34,342.0,100120.0
20081206:1800,15.24,83.5,0.0,-0.0,0.0,356.5,0.28,152.0,100100.0
20081206:1900,15.75,83.55,0.0,-0.0,0.0,359.2,0.62,18.0,99930.0
