datetime,SolRad_Hor,SolRad_Dif,Air Temp,zenith,azimuth,DNI,Load (kW),total_irradiance,effective_irradiance,cell_temperature,dc_power_raw_per_panel,temperature_factor,dc_power_output_per_panel,dc_power_output,ac_power_output,E_incident,E_effective,E_dc,E_ac,E_loss_shading_soiling,E_loss_temperature,E_loss_inverter,E_loss_total,weighting_factor,mismatch,weighted_mismatch,E_ac_Wh
2023-02-13 09:00:00+02:00,344.0,289.0,14.08,72.54926711583148,123.60372722990041,809.2238517708035,107.948592013067,1298.9551931035617,1208.0283295863123,54.6723497844863,289.92679910071496,0.8694416609482603,252.07443776353819,213002.89991018976,192660.0,1800201.8683167328,1674187.7375345617,213002.89991018976,192660.0,126014.13078217115,1461184.837624372,20342.899910189764,1607541.8683167328,0.4394133095922232,-88.4697167766372,38.87477104750878,192660.0
2023-02-13 10:00:00+02:00,301.0,283.0,13.39,63.462784807446575,135.9156454539429,253.02274627643925,107.951781166407,548.6942675491051,510.28566882066775,30.536695860909536,122.46856051696025,0.9756385382119981,119.48504735969472,100964.86501894204,96926.27041818436,760426.8806351577,707196.9989906966,100964.86501894204,96926.27041818436,53229.88164446107,606232.1339717546,4038.594600757686,663500.6102169733,0.43950813299777414,-79.31127657648942,34.85795109380296,96926.27041818436
2023-02-13 11:00:00+02:00,425.0,325.0,13.27,56.37599144846867,150.67307106647843,353.3364296268532,106.965727847739,679.4078219431603,631.8492744071391,34.50149443572376,151.64382585771338,0.9581934244828154,145.3041168002781,122781.978696235,117870.6995483856,941580.7696097858,875670.1157371007,122781.978696235,117870.6995483856,65910.65387268504,752888.1370408657,4911.279147849404,823710.0700614002,0.4101897140437089,-74.4694879623832,30.546617972271388,117870.6995483856
2023-02-13 12:00:00+02:00,78.0,78.0,13.34,52.16680000359371,167.9081175256656,0.0,106.73,70.3290542171959,65.40602042199218,15.537782944287372,15.697444901278123,1.0416337550451356,16.35098847713245,13816.585263176921,13263.921852649844,97467.94613927143,90645.18990952242,13816.585263176921,13263.921852649844,6822.756229749008,76828.6046463455,552.6634105270768,84204.02428662158,0.403180795085363,-97.5096557195462,39.31402052150665,13263.921852649844
2023-02-13 13:00:00+02:00,139.0,139.0,13.48,51.56989465481911,186.4687694919387,0.0,106.73,125.32998123320809,116.55688254688351,17.396561913537752,27.97365181125204,1.0334551275804338,28.90951390148811,24428.539246757453,23451.397676887154,173692.87837639396,161534.37689004638,24428.539246757453,23451.397676887154,12158.50148634758,137105.83764328892,977.1415698702986,150241.4806995068,0.403180795085363,-90.39102044550695,36.443923491796795,23451.397676887154
2023-02-13 14:00:00+02:00,170.0,150.0,13.41,54.70640274380097,204.30718154895231,0.4459316235367207,106.799748706834,136.1314918845518,126.60228745263316,17.664109121392244,30.38454898863196,1.032277919865874,31.365299026047744,26503.677677010342,25443.530569929928,188662.5245646761,175456.14784514878,26503.677677010342,25443.530569929928,13206.376719527325,148952.47016813845,1060.1471070804146,163218.99399474618,0.4052546401500757,-88.68615407792277,35.94047545714275,25443.530569929928
2023-02-13 15:00:00+02:00,103.0,68.0,13.32,60.98780591756584,219.8880276084751,0.0,106.778865503012,62.45987249019704,58.087681415883246,15.271871015318657,13.941043539811977,1.0428037675325978,14.537772726651914,12284.417954020868,11793.041235860033,86562.16915614047,80502.81731521063,12284.417954020868,11793.041235860033,6059.351840929841,68218.39936118976,491.37671816083457,74769.12792028044,0.4046337178255269,-97.91021487579575,39.61777425828944,11793.041235860033
2023-02-13 16:00:00+02:00,0.0,0.0,13.27,69.53388431223749,232.92298817015197,0.0,106.981738665704,0.0,0.0,13.27,0.0,1.051612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41066576524703446,-106.981738665704,43.93373757660959,0.0
2023-02-13 17:00:00+02:00,0.0,0.0,13.42,79.5521511992071,243.90793428046226,0.0,107.234785587994,0.0,0.0,13.42,0.0,1.050952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41818963392865577,-107.234785587994,44.8444757294611,0.0
2023-02-13 18:00:00+02:00,0.0,0.0,13.52,90.05687947962718,253.55022628236588,0.0,110.67,0.0,0.0,13.52,0.0,1.0505120000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.67,0.0,0.0
2023-02-13 19:00:00+02:00,0.0,0.0,13.55,102.18608530105853,262.5516154964491,0.0,110.67,0.0,0.0,13.55,0.0,1.05038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-110.67,0.0,0.0
