azimuth_angle;tilt_angle;weighted_energy_mismatch_kWh;total_energy_production_kWh
90.00;26.50;132954.58;265723.76
90.00;26.50;132955.41;265727.38
90.00;26.51;132957.80;265737.79
90.00;26.51;132957.95;265738.41
90.00;26.52;132962.27;265757.22
90.00;26.54;132967.46;265779.75
90.00;26.56;132973.34;265805.31
90.00;26.57;132979.39;265831.57
90.00;26.57;132979.46;265831.89
90.00;26.58;132981.36;265840.11
90.00;26.59;132983.51;265849.47
90.00;26.60;132988.37;265870.54
90.00;26.62;132994.18;265895.66
90.00;26.63;132995.98;265903.47
90.00;26.65;133002.42;265931.26
90.00;26.65;133003.47;265935.80
90.00;26.65;133005.12;265942.86
90.00;26.66;133005.64;265945.11
90.00;26.67;133011.39;265969.86
90.00;26.69;133016.05;265989.89
90.00;26.70;133019.25;266003.68
90.00;26.71;133023.36;266021.37
90.00;26.71;133024.06;266024.37
90.00;26.73;133030.34;266051.41
90.00;26.73;133030.41;266051.74
90.00;26.75;133035.17;266072.18
90.00;26.76;133040.72;266096.09
90.00;26.77;133042.51;266103.78
90.00;26.85;133069.01;266217.69
90.00;26.86;133070.34;266223.40
90.00;26.86;133072.83;266234.09
90.00;26.91;133086.12;266291.14
90.00;26.91;133088.38;266300.86
90.00;26.92;133090.91;266311.71
90.00;26.96;133104.78;266371.12
90.00;26.97;133106.06;266376.63
90.00;26.97;133106.21;266377.27
90.00;26.98;133110.01;266393.54
90.00;27.01;133119.18;266432.67
90.00;27.01;133120.77;266439.40
90.00;27.05;133131.46;266484.55
90.00;27.05;133133.56;266493.40
90.00;27.06;133134.20;266496.13
90.00;27.08;133143.31;266534.59
90.00;27.10;133149.84;266562.11
90.00;27.12;133154.65;266582.42
90.00;27.14;133162.80;266616.72
90.00;27.20;133180.91;266692.79
90.00;27.23;133191.97;266739.15
90.00;27.25;133195.99;266755.97
90.00;27.28;133207.91;266805.83
90.00;27.30;133212.55;266825.21
90.00;27.32;133220.55;266858.61
90.00;27.33;133221.59;266862.95
90.00;27.34;133224.49;266875.04
90.00;27.35;133229.20;266894.66
90.00;27.35;133230.36;266899.50
90.00;27.36;133231.94;266906.09
90.00;27.37;133237.33;266928.53
90.00;27.39;133241.42;266945.58
90.00;27.39;133242.50;266950.07
90.00;27.40;133244.38;266957.91
90.00;27.40;133245.34;266961.89
90.00;27.40;133245.61;266963.04
90.00;27.43;133255.93;267005.97
90.00;27.45;133260.90;267026.67
90.00;27.46;133265.11;267044.18
90.00;27.47;133268.09;267056.58
90.00;27.47;133268.34;267057.62
90.00;27.49;133276.09;267089.85
90.00;27.50;133278.27;267098.91
90.00;27.50;133278.65;267100.50
90.00;27.51;133281.58;267112.68
90.00;27.56;133297.73;267179.77
90.00;27.60;133309.76;267229.73
90.00;27.61;133311.84;267238.35
90.00;27.61;133313.31;267244.47
90.00;27.62;133316.47;267257.58
90.00;27.63;133318.46;267265.85
90.00;27.63;133319.76;267271.25
90.00;27.63;133320.76;267275.37
90.00;27.67;133333.56;267328.25
90.00;27.71;133346.52;267381.70
90.00;27.72;133349.90;267395.62
90.00;27.73;133350.28;267397.20
90.00;27.74;133355.89;267420.31
90.00;27.75;133358.11;267429.44
90.00;27.77;133363.83;267452.84
90.00;27.80;133374.40;267496.09
90.00;27.82;133381.40;267524.70
90.00;27.83;133383.63;267533.81
90.00;27.83;133384.44;267537.12
90.00;27.86;133392.90;267571.68
90.00;27.88;133400.17;267601.38
90.00;27.89;133403.47;267614.85
90.00;27.91;133409.78;267640.63
90.00;27.91;133410.35;267642.95
90.00;27.93;133414.78;267661.01
90.00;27.93;133417.11;267670.54
90.00;27.95;133423.17;267695.16
90.00;27.99;133436.40;267748.70
90.00;28.00;133439.13;267759.74
90.00;28.01;133441.33;267768.62
90.00;28.02;133444.60;267781.82
90.00;28.02;133444.67;267782.11
90.00;28.03;133448.63;267798.04
90.00;28.03;133449.37;267800.99
90.00;28.03;133449.97;267803.41
90.00;28.04;133452.00;267811.59
90.00;28.04;133452.91;267815.23
90.00;28.05;133454.55;267821.84
90.00;28.07;133462.42;267853.43
90.00;28.14;133483.24;267936.91
90.00;28.16;133490.54;267966.17
90.00;28.18;133497.63;267994.60
90.00;28.18;133499.01;268000.10
90.00;28.19;133499.32;268001.34
90.00;28.19;133502.32;268013.35
90.00;28.20;133503.47;268017.98
90.00;28.21;133507.82;268035.36
90.00;28.22;133510.73;268046.99
90.00;28.22;133510.91;268047.71
90.00;28.22;133511.42;268049.72
90.00;28.23;133512.38;268053.56
90.00;28.24;133517.74;268074.91
90.00;28.27;133525.33;268105.10
90.00;28.27;133527.80;268114.95
90.00;28.27;133527.86;268115.19
90.00;28.27;133528.07;268116.02
90.00;28.31;133538.34;268156.85
90.00;28.31;133539.87;268162.92
90.00;28.36;133555.95;268226.36
90.00;28.36;133556.38;268228.02
90.00;28.36;133557.38;268231.97
90.00;28.38;133563.00;268253.99
90.00;28.38;133564.02;268257.99
90.00;28.43;133577.85;268312.13
90.00;28.43;133580.55;268322.69
90.00;28.44;133582.65;268330.89
90.00;28.47;133591.02;268363.51
90.00;28.49;133599.25;268395.56
90.00;28.49;133599.78;268397.62
90.00;28.51;133604.01;268414.07
90.00;28.51;133606.56;268424.01
90.00;28.53;133610.59;268439.65
90.00;28.53;133611.10;268441.61
90.00;28.53;133611.79;268444.30
90.00;28.54;133615.23;268457.63
90.00;28.54;133615.70;268459.43
90.00;28.55;133617.35;268465.83
90.00;28.56;133622.43;268485.47
90.00;28.62;133643.06;268565.31
90.00;28.64;133647.50;268582.45
90.00;28.65;133652.22;268600.69
90.00;28.66;133654.56;268609.71
90.00;28.66;133655.19;268612.12
90.00;28.67;133659.55;268628.91
90.00;28.69;133665.42;268651.49
90.00;28.71;133671.64;268675.30
90.00;28.72;133673.49;268682.37
90.00;28.72;133674.47;268686.11
90.00;28.74;133680.44;268708.98
90.00;28.74;133682.52;268716.93
90.00;28.78;133694.23;268761.66
90.00;28.79;133698.00;268776.07
90.00;28.79;133698.31;268777.25
90.00;28.81;133703.60;268797.43
90.00;28.81;133705.55;268804.89
90.00;28.82;133706.51;268808.56
90.00;28.82;133707.68;268813.01
90.00;28.83;133710.68;268824.44
90.00;28.83;133711.76;268828.57
90.00;28.85;133717.36;268849.93
90.00;28.85;133719.01;268856.22
90.00;28.87;133723.23;268872.32
90.00;28.87;133725.19;268879.80
90.00;28.93;133742.81;268947.03
90.00;28.93;133745.79;268958.40
90.00;28.98;133761.74;269019.15
90.00;28.98;133762.25;269021.11
90.00;28.98;133762.33;269021.39
90.00;29.00;133768.27;269044.04
90.00;29.05;133785.11;269108.11
90.00;29.07;133790.12;269127.17
90.00;29.07;133790.70;269129.38
90.00;29.08;133792.83;269137.46
90.00;29.09;133796.59;269151.76
90.00;29.10;133800.26;269165.73
90.00;29.11;133802.85;269175.57
90.00;29.11;133804.53;269181.95
90.00;29.11;133804.98;269183.67
90.00;29.14;133813.66;269216.59
90.00;29.14;133814.61;269220.16
90.00;29.16;133820.04;269240.66
90.00;29.18;133825.89;269262.76
90.00;29.19;133828.58;269272.88
90.00;29.20;133833.80;269292.53
90.00;29.22;133839.18;269312.73
90.00;29.24;133845.66;269337.00
90.00;29.25;133848.47;269347.51
90.00;29.25;133849.22;269350.31
90.00;29.30;133865.65;269411.69
90.00;29.33;133875.21;269447.37
90.00;29.33;133875.96;269450.15
90.00;29.33;133877.09;269454.35
90.00;29.35;133881.31;269470.06
90.00;29.40;133900.25;269540.43
90.00;29.45;133916.75;269601.65
90.00;29.48;133925.79;269635.17
90.00;29.54;133944.23;269703.52
90.00;29.58;133957.47;269752.53
90.00;29.59;133960.45;269763.56
90.00;29.59;133962.71;269771.91
90.00;29.60;133964.85;269779.82
90.00;29.61;133967.62;269790.04
90.00;29.66;133984.60;269852.78
90.00;29.68;133990.85;269875.78
90.00;29.68;133991.80;269879.27
90.00;29.68;133993.15;269884.25
90.00;29.69;133996.16;269895.30
90.00;29.69;133996.20;269895.46
90.00;29.69;133996.40;269896.18
90.00;29.70;133999.28;269906.72
90.00;29.72;134005.76;269930.39
90.00;29.78;134024.22;269997.84
90.00;29.79;134028.65;270013.98
90.00;29.80;134030.30;270020.03
90.00;29.80;134031.33;270023.76
90.00;29.81;134034.85;270036.60
90.00;29.82;134039.26;270052.68
90.00;29.83;134041.42;270060.54
90.00;29.84;134046.14;270077.71
90.00;29.86;134052.35;270100.30
90.00;29.88;134056.64;270115.89
90.00;29.88;134058.92;270124.17
90.00;29.89;134060.99;270131.70
90.00;29.90;134064.72;270145.23
90.00;29.90;134065.39;270147.67
90.00;29.92;134072.24;270172.42
90.00;30.01;134101.50;270277.79
90.00;30.07;134119.77;270343.25
90.00;30.07;134122.49;270352.93
90.00;30.08;134124.69;270360.77
90.00;30.10;134129.95;270379.43
90.00;30.11;134134.11;270394.20
90.00;30.17;134153.95;270464.56
90.00;30.18;134158.78;270481.65
90.00;30.20;134163.26;270497.44
90.00;30.20;134164.94;270503.38
90.00;30.26;134185.97;270577.45
90.00;30.27;134187.71;270583.56
90.00;30.32;134204.64;270643.15
90.00;30.37;134221.88;270703.25
90.00;30.38;134223.78;270709.82
90.00;30.40;134231.32;270735.95
90.00;30.41;134235.12;270749.10
90.00;30.42;134237.18;270756.22
90.00;30.43;134242.92;270776.08
90.00;30.44;134244.58;270781.81
90.00;30.44;134245.42;270784.70
90.00;30.45;134247.36;270791.42
90.00;30.46;134251.28;270804.96
90.00;30.46;134252.70;270809.86
90.00;30.47;134254.69;270816.74
90.00;30.50;134265.15;270852.88
90.00;30.53;134276.90;270893.42
90.00;30.54;134278.22;270897.97
90.00;30.57;134290.32;270939.70
90.00;30.58;134293.76;270951.57
90.00;30.59;134294.23;270953.19
90.00;30.59;134296.98;270962.67
90.00;30.60;134297.82;270965.54
90.00;30.60;134297.91;270965.87
90.00;30.62;134306.86;270996.68
90.00;30.62;134307.40;270998.57
90.00;30.64;134312.78;271017.07
90.00;30.65;134314.26;271022.15
90.00;30.65;134316.93;271031.33
90.00;30.67;134323.04;271052.30
90.00;30.69;134328.24;271070.15
90.00;30.70;134332.48;271084.68
90.00;30.71;134336.53;271098.52
90.00;30.73;134341.83;271116.60
90.00;30.74;134346.25;271131.69
90.00;30.75;134347.99;271137.61
90.00;30.75;134350.18;271145.09
90.00;30.76;134354.32;271159.20
90.00;30.77;134355.48;271163.13
90.00;30.77;134356.87;271167.85
90.00;30.79;134362.01;271185.30
90.00;30.80;134365.08;271195.74
90.00;30.82;134372.36;271220.46
90.00;30.83;134375.92;271232.54
90.00;30.83;134376.26;271233.70
90.00;30.84;134380.80;271249.11
90.00;30.85;134384.30;271260.99
90.00;30.86;134385.44;271264.84
90.00;30.86;134387.71;271272.53
90.00;30.87;134389.61;271278.91
90.00;30.87;134391.53;271285.35
90.00;30.88;134391.97;271286.85
90.00;30.88;134392.60;271288.94
90.00;30.88;134395.30;271298.04
90.00;30.90;134399.67;271312.66
90.00;30.99;134432.32;271421.65
90.00;31.03;134445.02;271463.84
90.00;31.04;134448.58;271475.63
90.00;31.08;134461.92;271519.68
90.00;31.10;134469.46;271544.51
90.00;31.11;134471.35;271550.72
90.00;31.12;134477.11;271569.66
90.00;31.14;134481.34;271583.58
90.00;31.15;134486.02;271598.95
90.00;31.22;134508.96;271673.79
90.00;31.25;134519.95;271709.46
90.00;31.28;134531.09;271745.54
90.00;31.30;134539.17;271771.61
90.00;31.31;134539.91;271774.00
90.00;31.33;134546.87;271796.39
90.00;31.35;134553.95;271819.17
90.00;31.39;134567.70;271863.36
90.00;31.39;134569.53;271869.23
90.00;31.39;134570.67;271872.91
90.00;31.40;134571.51;271875.59
90.00;31.41;134576.91;271892.92
90.00;31.44;134585.97;271921.94
90.00;31.47;134596.52;271955.64
90.00;31.53;134617.13;272021.38
90.00;31.53;134617.50;272022.58
90.00;31.53;134619.23;272028.09
90.00;31.56;134626.61;272051.61
90.00;31.58;134633.80;272074.52
90.00;31.59;134637.13;272085.11
90.00;31.59;134637.39;272085.93
90.00;31.61;134645.40;272111.38
90.00;31.64;134655.67;272143.99
90.00;31.64;134657.44;272149.61
90.00;31.65;134659.16;272155.06
90.00;31.66;134661.39;272162.11
90.00;31.69;134674.39;272203.18
90.00;31.72;134682.14;272227.56
90.00;31.79;134707.34;272306.25
90.00;31.79;134709.49;272312.96
90.00;31.80;134710.41;272315.81
90.00;31.82;134717.44;272337.67
90.00;31.85;134728.11;272370.81
90.00;31.86;134731.58;272381.56
90.00;31.86;134731.84;272382.37
90.00;31.93;134755.81;272456.60
90.00;31.94;134762.42;272476.95
90.00;31.96;134766.50;272489.47
90.00;31.96;134768.69;272496.23
90.00;31.97;134770.49;272501.77
90.00;31.98;134773.21;272510.13
90.00;31.98;134773.95;272512.41
90.00;31.99;134777.68;272523.85
90.00;32.01;134787.06;272552.67
90.00;32.06;134801.47;272596.88
90.00;32.07;134805.58;272609.45
90.00;32.08;134808.39;272618.04
90.00;32.11;134821.30;272657.36
90.00;32.11;134821.60;272658.26
90.00;32.18;134845.40;272730.31
90.00;32.19;134849.31;272742.10
90.00;32.23;134864.58;272788.11
90.00;32.24;134864.78;272788.71
90.00;32.25;134870.07;272804.63
90.00;32.26;134873.51;272814.95
90.00;32.29;134883.17;272843.88
90.00;32.31;134890.24;272865.06
90.00;32.33;134898.07;272888.52
90.00;32.34;134901.85;272899.80
90.00;32.37;134912.54;272931.74
90.00;32.38;134914.35;272937.13
90.00;32.38;134916.39;272943.23
90.00;32.38;134916.77;272944.36
90.00;32.40;134923.64;272964.89
90.00;32.40;134924.64;272967.87
90.00;32.40;134924.75;272968.18
90.00;32.43;134932.64;272991.74
90.00;32.43;134933.67;272994.80
90.00;32.45;134942.12;273019.99
90.00;32.45;134942.16;273020.11
90.00;32.46;134943.11;273022.94
90.00;32.46;134945.12;273028.93
90.00;32.46;134945.56;273030.23
90.00;32.49;134953.47;273053.75
90.00;32.50;134957.88;273066.84
90.00;32.57;134983.67;273142.91
90.00;32.59;134989.18;273159.09
90.00;32.59;134990.54;273163.09
90.00;32.62;135000.10;273191.12
90.00;32.62;135001.28;273194.56
90.00;32.62;135002.88;273199.24
90.00;32.64;135007.60;273213.00
90.00;32.65;135010.46;273221.31
90.00;32.66;135014.32;273232.49
90.00;32.67;135019.06;273246.24
90.00;32.67;135019.19;273246.61
90.00;32.69;135025.81;273265.80
90.00;32.70;135029.48;273276.40
90.00;32.70;135029.49;273276.43
90.00;32.71;135034.46;273290.81
90.00;32.73;135040.82;273309.23
90.00;32.73;135042.22;273313.27
90.00;32.74;135044.81;273320.76
90.00;32.75;135047.16;273327.55
90.00;32.75;135049.25;273333.61
90.00;32.79;135061.62;273369.34
90.00;32.82;135071.17;273396.80
90.00;32.86;135088.56;273446.46
90.00;32.87;135092.25;273456.99
90.00;32.90;135103.09;273487.86
90.00;32.93;135112.42;273514.41
90.00;32.93;135112.96;273515.95
90.00;32.95;135118.26;273531.03
90.00;32.95;135118.75;273532.41
90.00;32.96;135121.82;273541.15
90.00;32.96;135122.32;273542.57
90.00;32.97;135125.47;273551.52
90.00;32.99;135133.31;273573.81
90.00;33.01;135140.69;273594.77
90.00;33.02;135143.74;273603.41
90.00;33.04;135153.49;273631.05
90.00;33.08;135166.78;273668.59
90.00;33.10;135172.87;273685.77
90.00;33.11;135175.50;273693.18
90.00;33.12;135181.87;273711.14
90.00;33.14;135189.55;273732.69
90.00;33.15;135191.89;273739.21
90.00;33.15;135192.40;273740.64
90.00;33.16;135194.92;273747.67
90.00;33.16;135195.67;273749.76
90.00;33.18;135201.96;273767.22
90.00;33.18;135202.86;273769.71
90.00;33.19;135205.50;273777.04
90.00;33.19;135207.17;273781.67
90.00;33.19;135207.78;273783.37
90.00;33.20;135208.57;273785.56
90.00;33.22;135217.56;273810.51
90.00;33.22;135218.46;273812.99
90.00;33.29;135241.19;273875.89
90.00;33.31;135249.33;273898.21
90.00;33.32;135252.74;273907.55
90.00;33.33;135256.89;273918.91
90.00;33.33;135258.33;273922.83
90.00;33.33;135258.75;273924.00
90.00;33.34;135260.13;273927.75
90.00;33.37;135270.71;273956.64
90.00;33.37;135272.44;273961.36
90.00;33.39;135278.71;273978.47
90.00;33.40;135281.33;273985.60
90.00;33.40;135281.86;273987.06
90.00;33.40;135284.52;273994.30
90.00;33.41;135286.95;274000.91
90.00;33.42;135288.62;274005.48
90.00;33.43;135292.93;274017.21
90.00;33.43;135294.16;274020.58
90.00;33.44;135298.21;274031.61
90.00;33.44;135299.27;274034.46
90.00;33.52;135327.43;274110.76
90.00;33.54;135333.66;274127.57
90.00;33.55;135337.00;274136.59
90.00;33.55;135337.23;274137.20
90.00;33.56;135342.69;274151.90
90.00;33.60;135356.55;274189.13
90.00;33.61;135359.02;274195.78
90.00;33.63;135367.17;274217.66
90.00;33.65;135376.37;274242.34
90.00;33.75;135412.20;274338.16
90.00;33.76;135414.52;274344.36
90.00;33.77;135418.67;274355.41
90.00;33.77;135419.52;274357.66
90.00;33.80;135430.31;274386.33
90.00;33.82;135437.72;274405.99
90.00;33.84;135444.32;274423.49
90.00;33.86;135451.21;274441.75
90.00;33.88;135457.87;274459.39
90.00;33.88;135459.28;274463.13
90.00;33.88;135459.62;274464.02
90.00;33.88;135459.83;274464.60
90.00;33.89;135460.83;274467.24
90.00;33.96;135486.86;274535.81
90.00;33.96;135489.85;274543.64
90.00;33.97;135493.72;274553.79
90.00;33.99;135500.78;274572.27
90.00;34.00;135501.54;274574.26
90.00;34.00;135501.89;274575.18
90.00;34.00;135503.56;274579.56
90.00;34.04;135519.31;274620.63
90.00;34.10;135538.70;274670.98
90.00;34.10;135538.87;274671.42
90.00;34.10;135539.08;274671.96
90.00;34.11;135542.28;274680.22
90.00;34.12;135546.91;274692.21
90.00;34.13;135551.41;274703.86
90.00;34.14;135553.92;274710.36
90.00;34.22;135586.08;274793.41
90.00;34.23;135586.42;274794.29
90.00;34.25;135594.97;274816.32
90.00;34.26;135599.59;274828.18
90.00;34.28;135604.73;274841.37
90.00;34.28;135605.60;274843.58
90.00;34.28;135606.55;274846.04
90.00;34.28;135606.65;274846.27
90.00;34.31;135616.21;274870.69
90.00;34.34;135627.22;274898.75
90.00;34.36;135636.26;274921.79
90.00;34.37;135638.10;274926.48
90.00;34.37;135640.01;274931.34
90.00;34.38;135644.76;274943.44
90.00;34.39;135646.40;274947.61
90.00;34.39;135648.41;274952.72
90.00;34.45;135668.91;275004.56
90.00;34.46;135674.39;275018.37
90.00;34.48;135679.35;275030.86
90.00;34.48;135679.46;275031.13
90.00;34.49;135684.66;275044.15
90.00;34.51;135692.34;275063.39
90.00;34.52;135696.55;275073.88
90.00;34.53;135699.85;275082.11
90.00;34.54;135701.73;275086.81
90.00;34.56;135711.17;275110.14
90.00;34.60;135724.33;275142.67
90.00;34.68;135757.01;275223.11
90.00;34.77;135789.93;275303.67
90.00;34.79;135796.15;275318.85
90.00;34.79;135798.95;275325.68
90.00;34.81;135804.01;275338.04
90.00;34.83;135813.74;275361.74
90.00;34.86;135825.35;275390.02
90.00;34.91;135843.38;275433.87
90.00;34.93;135848.17;275445.51
90.00;34.95;135857.08;275467.09
90.00;34.95;135858.31;275470.05
90.00;34.96;135861.06;275476.70
90.00;34.96;135861.27;275477.20
90.00;35.00;135876.53;275514.02
90.00;35.02;135883.62;275531.12
90.00;35.04;135890.45;275547.56
90.00;35.05;135896.38;275561.83
90.00;35.06;135897.87;275565.41
90.00;35.12;135919.32;275616.95
90.00;35.12;135922.73;275625.12
90.00;35.14;135926.77;275634.82
90.00;35.14;135928.71;275639.47
90.00;35.16;135934.46;275653.19
90.00;35.17;135941.34;275669.62
90.00;35.18;135942.55;275672.51
90.00;35.18;135942.87;275673.26
90.00;35.18;135945.08;275678.54
90.00;35.18;135945.13;275678.64
90.00;35.20;135951.70;275694.31
90.00;35.22;135958.20;275709.78
90.00;35.23;135961.67;275718.01
90.00;35.23;135963.80;275723.08
90.00;35.26;135972.06;275742.64
90.00;35.28;135979.31;275759.78
90.00;35.30;135989.73;275784.41
90.00;35.33;135998.69;275805.48
90.00;35.36;136011.78;275836.15
90.00;35.37;136016.64;275847.51
90.00;35.38;136017.99;275850.69
90.00;35.38;136018.58;275852.06
90.00;35.39;136024.34;275865.52
90.00;35.40;136025.01;275867.08
90.00;35.41;136030.75;275880.48
90.00;35.44;136040.81;275903.95
90.00;35.49;136060.23;275949.15
90.00;35.56;136087.05;276011.45
90.00;35.57;136088.86;276015.65
90.00;35.57;136091.51;276021.79
90.00;35.58;136093.65;276026.75
90.00;35.61;136105.35;276053.80
90.00;35.63;136113.56;276072.71
90.00;35.63;136114.26;276074.32
90.00;35.64;136116.17;276078.70
90.00;35.64;136117.35;276081.40
90.00;35.65;136120.20;276087.95
90.00;35.66;136125.50;276100.11
90.00;35.67;136129.92;276110.25
90.00;35.68;136130.40;276111.35
90.00;35.68;136133.05;276117.41
90.00;35.73;136151.31;276159.16
90.00;35.74;136153.70;276164.60
90.00;35.77;136164.46;276189.05
90.00;35.84;136193.86;276255.47
90.00;35.86;136200.24;276269.85
90.00;35.89;136212.85;276298.26
90.00;35.92;136221.60;276317.95
90.00;35.93;136227.10;276330.31
90.00;35.93;136228.64;276333.79
90.00;35.95;136234.87;276347.73
90.00;35.96;136237.01;276352.54
